content,label,tokens
此外再生剂的选择还应根据水处理工艺再生效,0.0,"['此外', '再生', '剂', '的', '选择', '还应', '根据', '水', '处理工艺', '再', '生效']"
用硫酸作为再生剂时应注意些什么,1.0,"['用', '硫酸', '作为', '再生', '剂时', '应', '注意', '些', '什么']"
由于价格便宜对设备管线的防腐蚀要求比较低,0.0,"['由于', '价格便宜', '对', '设备', '管线', '的', '防腐蚀', '要求', '比较', '低']"
分步法再生时是在一次再生中分别用不同浓度,0.0,"['分步法', '再生', '时', '是', '在', '一次', '再生', '中', '分别', '用', '不同', '浓度']"
虽易形成过饱和溶液但从过饱和溶液中析出沉,0.0,"['虽易', '形成', '过', '饱和溶液', '但', '从', '过', '饱和溶液', '中', '析出', '沉']"
为什么有时阴床的再生效率低,1.0,"['为什么', '有时', '阴床', '的', '再生', '效率', '低']"
再生时碱液的温度比较低黏度大化学活动性能,0.0,"['再生', '时', '碱液', '的', '温度', '比较', '低', '黏度', '大', '化学', '活动', '性能']"
再生液中的杂质较多如果碱液中以及重金属等,0.0,"['再生', '液中', '的', '杂质', '较', '多', '如果', '碱液', '中', '以及', '重金属', '等']"
再生液的质量分数和温度对再生效果有些什么影响,1.0,"['再生', '液', '的', '质量', '分数', '和', '温度', '对', '再生', '效果', '有些', '什么', '影响']"
再生液质量分数对再生效果的影响从理论上说,0.0,"['再生', '液', '质量', '分数', '对', '再生', '效果', '的', '影响', '从', '理论', '上', '说']"
时再生效果反而降低因为再生液质量分数过高,0.0,"['时', '再生', '效果', '反而', '降低', '因为', '再生', '液', '质量', '分数', '过高']"
再生液温度对再生效果的影响由于再生液温度,0.0,"['再生', '液', '温度', '对', '再生', '效果', '的', '影响', '由于', '再生', '液', '温度']"
生强碱性型阴离子交换树脂在再生液温度时交,0.0,"['生强', '碱性', '型', '阴离子', '交换', '树脂', '在', '再生', '液', '温度', '时交']"
再生液的纯度对于再生效果有些什么影响,1.0,"['再生', '液', '的', '纯度', '对于', '再生', '效果', '有些', '什么', '影响']"
使交换剂的交换容量大为降低如果溶液中含有,0.0,"['使', '交换', '剂', '的', '交换', '容量', '大为', '降低', '如果', '溶液', '中', '含有']"
使得交换剂的再生周期大大缩短如中含氯化物,0.0,"['使得', '交换', '剂', '的', '再生', '周期', '大大缩短', '如中', '含', '氯化物']"
使交换剂的再生程度大为降低如软化处理用溶,0.0,"['使', '交换', '剂', '的', '再生', '程度', '大为', '降低', '如', '软化', '处理', '用', '溶']"
影响出水水质不纯的再生剂如含有以及等物不,0.0,"['影响', '出水', '水质', '不纯', '的', '再生', '剂', '如', '含有', '以及', '等物', '不']"
为使再生剂保持纯净必须在运输贮存溶化和使,0.0,"['为', '使', '再生', '剂', '保持', '纯净', '必须', '在', '运输', '贮存', '溶化', '和', '使']"
阴树脂再生剂烧碱的质量对树脂工作交换容量有什么影响,1.0,"['阴', '树脂', '再生', '剂', '烧碱', '的', '质量', '对', '树脂', '工作', '交换', '容量', '有', '什么', '影响']"
阴树脂再生剂烧碱的质量对树脂工作交换容量,0.0,"['阴', '树脂', '再生', '剂', '烧碱', '的', '质量', '对', '树脂', '工作', '交换', '容量']"
强碱型阴离子交换树脂的平衡常数一般在说明,0.0,"['强碱', '型', '阴离子', '交换', '树脂', '的', '平衡常数', '一般', '在', '说明']"
烧碱中如含有氯酸钠在接触铁制的容器时如运,0.0,"['烧碱', '中如', '含有', '氯酸钠', '在', '接触', '铁制', '的', '容器', '时如运']"
复床再生废水的处理有哪些方法,1.0,"['复床', '再生', '废水', '的', '处理', '有', '哪些', '方法']"
这样做有三个好处一是节约用水便于降低自用,0.0,"['这样', '做', '有', '三个', '好处', '一是', '节约用水', '便于', '降低', '自用']"
利用弱酸性树脂处理将再生废水通过弱碱性树,0.0,"['利用', '弱酸性', '树脂', '处理', '将', '再生', '废水', '通过', '弱', '碱性', '树']"
为什么一二级交换器对树脂层高有一定的要求,1.0,"['为什么', '一', '二级', '交换器', '对', '树脂层', '高有', '一定', '的', '要求']"
树脂层高度对离子交换有一定的影响因为树脂,0.0,"['树脂层', '高度', '对', '离子交换', '有', '一定', '的', '影响', '因为', '树脂']"
什么叫水垫层水垫层有什么作用,1.0,"['什么', '叫水', '垫层', '水', '垫层', '有', '什么', '作用']"
提供反洗时树脂的膨胀空间交换床在反洗时树,0.0,"['提供', '反洗', '时', '树脂', '的', '膨胀', '空间', '交换', '床', '在', '反洗', '时树']"
为什么离子交换器要留有一定的反洗膨胀高度,1.0,"['为什么', '离子交换', '器要', '留有', '一定', '的', '反洗', '膨胀', '高度']"
在树脂反洗时都有一定的膨胀率其大小为反洗,0.0,"['在', '树脂', '反洗', '时', '都', '有', '一定', '的', '膨胀率', '其', '大小', '为', '反洗']"
进行除盐水处理时对再生剂稀释水选择有何要求,1.0,"['进行', '除', '盐水', '处理', '时', '对', '再生', '剂', '稀释', '水', '选择', '有何', '要求']"
阳床的再生是以酸作为再生剂的以来置换出树,0.0,"['阳床', '的', '再生', '是', '以酸', '作为', '再生', '剂', '的', '以来', '置换', '出树']"
生成的沉淀污染阴树脂大大地降低阴树脂的交,0.0,"['生成', '的', '沉淀', '污染', '阴', '树脂', '大大', '地', '降低', '阴', '树脂', '的', '交']"
如何计算酸碱耗量和比耗,1.0,"['如何', '计算', '酸碱', '耗量', '和', '比耗']"
所谓除盐处理的比耗就是再生剂的耗量相当于,0.0,"['所谓', '除盐', '处理', '的', '比耗', '就是', '再生', '剂', '的', '耗量', '相当于']"
此外酸碱耗量的计算还可以用再生水平这一概,0.0,"['此外', '酸碱', '耗量', '的', '计算', '还', '可以', '用', '再生', '水平', '这', '一概']"
怎样选择化学除盐系统,1.0,"['怎样', '选择', '化学', '除盐', '系统']"
化学除盐系统的选择是根据不同的原水水质和,0.0,"['化学', '除盐', '系统', '的', '选择', '是', '根据', '不同', '的', '原水', '水质', '和']"
超纯水是指水中的导电介质几乎完全去除同时,0.0,"['超纯水', '是', '指', '水中', '的', '导电介质', '几乎', '完全', '去除', '同时']"
为什么软化和除盐水处理前要除去过量的余氯采用什么方法,1.0,"['为什么', '软化', '和', '除', '盐水', '处理', '前要', '除去', '过量', '的', '余氯', '采用', '什么', '方法']"
软化和除盐水处理所用的离子交换树脂是高分,0.0,"['软化', '和', '除', '盐水', '处理', '所用', '的', '离子交换', '树脂', '是', '高分']"
但是如果阳离子交换塔的进水余氯被除净虽然,0.0,"['但是', '如果', '阳离子', '交换', '塔', '的', '进水', '余氯', '被', '除净', '虽然']"
这是一种表面化学反应余氯被活表面吸附进行,0.0,"['这是', '一种', '表面', '化学反应', '余氯', '被活', '表面', '吸附', '进行']"
水的软化处理有哪些基本方法,1.0,"['水', '的', '软化', '处理', '有', '哪些', '基本', '方法']"
就是将水中热到或以上在堵沸过程中使水中的,0.0,"['就是', '将', '水中', '热到', '或', '以上', '在', '堵沸', '过程', '中使', '水中', '的']"
化学软化处理常用哪些药剂,1.0,"['化学', '软化', '处理', '常用', '哪些', '药剂']"
化学药剂软化处理大多是和凝聚沉淀或澄清过,0.0,"['化学', '药剂', '软化', '处理', '大多', '是', '和', '凝聚', '沉淀', '或', '澄清', '过']"
石灰软化法的原理是什么,1.0,"['石灰', '软化', '法', '的', '原理', '是', '什么']"
石灰软化处理是将石灰乳加入水中与水中的硬,0.0,"['石灰', '软化', '处理', '是', '将', '石灰乳', '加入', '水中', '与', '水中', '的', '硬']"
熟石灰加入水中首先与起化学反应然后再与与,0.0,"['熟石灰', '加入', '水中', '首先', '与', '起', '化学反应', '然后', '再', '与', '与']"
虽然石灰软化除去硬度还不够彻底操作条件也,0.0,"['虽然', '石灰', '软化', '除去', '硬度', '还', '不够', '彻底', '操作', '条件', '也']"
为什么石灰软化不能去除非碳酸盐硬度,1.0,"['为什么', '石灰', '软化', '不能', '去', '除非', '碳酸盐', '硬度']"
水中的非碳酸盐硬度例如和等是不能用石灰处,0.0,"['水中', '的', '非', '碳酸盐', '硬度', '例如', '和', '等', '是', '不能', '用', '石灰', '处']"
由此可见石灰处理是无法消除非碳酸盐硬度的,0.0,"['由此可见', '石灰', '处理', '是', '无法', '消除', '非', '碳酸盐', '硬度', '的']"
为什么说石灰软化法处理的水是不稳定的,1.0,"['为什么', '说', '石灰', '软化', '法', '处理', '的', '水', '是', '不', '稳定', '的']"
化学反应从右向左进行时溶解此时又变成暂时,0.0,"['化学反应', '从右', '向', '左', '进行', '时', '溶解', '此时', '又', '变成', '暂时']"
为什么石灰软化常和混凝处理同时进行,1.0,"['为什么', '石灰', '软化', '常', '和', '混凝', '处理', '同时', '进行']"
石灰软化常和混凝处理同时进行是取混凝处理,0.0,"['石灰', '软化', '常', '和', '混凝', '处理', '同时', '进行', '是', '取', '混凝', '处理']"
怎样控制石灰软化水的处理,1.0,"['怎样', '控制', '石灰', '软化水', '的', '处理']"
石灰水能够除去水的碳酸氢盐硬度即暂时硬度,0.0,"['石灰水', '能够', '除去', '水', '的', '碳酸氢盐', '硬度', '即', '暂时', '硬度']"
什么是后沉淀如何防止,1.0,"['什么', '是', '后', '沉淀', '如何', '防止']"
石灰软化后的水不稳定因为水中碳酸钙处理过,0.0,"['石灰', '软化', '后', '的', '水', '不', '稳定', '因为', '水中', '碳酸钙', '处理', '过']"
虽然后沉淀一般是指碳酸钙但其他高价金属离,0.0,"['虽然', '后', '沉淀', '一般', '是', '指', '碳酸钙', '但', '其他', '高价', '金属', '离']"
氢氧化铝生成溶解的铝酸盐故在石灰软化的碱,0.0,"['氢氧化铝', '生成', '溶解', '的', '铝酸盐', '故', '在', '石灰', '软化', '的', '碱']"
严格控制运行值或值控制在负值以计或值在运,0.0,"['严格控制', '运行', '值', '或值', '控制', '在', '负值', '以计', '或值', '在', '运']"
如何制备稳定的石灰浆液,1.0,"['如何', '制备', '稳定', '的', '石灰', '浆液']"
石灰消化系统是由石灰贮槽加料机消化器排渣,0.0,"['石灰', '消化系统', '是', '由', '石灰', '贮槽', '加料', '机', '消化器', '排渣']"
石灰软化处理的石灰加量如何估算,1.0,"['石灰', '软化', '处理', '的', '石灰', '加量', '如何', '估算']"
石灰软化处理中所发生的全部反应很复杂除主,0.0,"['石灰', '软化', '处理', '中', '所', '发生', '的', '全部', '反应', '很', '复杂', '除主']"
石灰一般用于去除水中的碳酸盐硬度纯碱用于,0.0,"['石灰', '一般', '用于', '去除', '水中', '的', '碳酸盐', '硬度', '纯碱', '用于']"
此法适用于全碱度小于全硬度的水可用于无水,0.0,"['此法', '适用', '于全', '碱度', '小于', '全', '硬度', '的', '水', '可', '用于', '无水']"
用石灰纯碱法时药剂剂量必须正确氢氧化钙或,0.0,"['用', '石灰', '纯碱', '法时', '药剂', '剂量', '必须', '正确', '氢氧化钙', '或']"
石灰纯碱软化法所产生的碳酸钙和氢氧化镁虽,0.0,"['石灰', '纯碱', '软化', '法所', '产生', '的', '碳酸钙', '和', '氢氧化镁', '虽']"
以下在实际运行中过剩量应根据运行温度和对,0.0,"['以下', '在', '实际', '运行', '中', '过剩', '量', '应', '根据', '运行', '温度', '和', '对']"
对过滤后的软化出水应进行控制试验分析其硬,0.0,"['对', '过滤', '后', '的', '软化', '出水', '应', '进行', '控制', '试验', '分析', '其硬']"
什么是苛性钠和纯碱苛性钠软化处理,1.0,"['什么', '是', '苛性钠', '和', '纯碱', '苛性钠', '软化', '处理']"
苛性钠软化软化处理在碳酸盐和非碳酸盐硬度,0.0,"['苛性钠', '软化', '软化', '处理', '在', '碳酸盐', '和', '非', '碳酸盐', '硬度']"
如何估算化学软化处理方法的药剂用量,1.0,"['如何', '估算', '化学', '软化', '处理', '方法', '的', '药剂', '用量']"
用钠离子交换树脂进行软化处理的原理和特点是什么,1.0,"['用', '钠离子', '交换', '树脂', '进行', '软化', '处理', '的', '原理', '和', '特点', '是', '什么']"
